0.0,0.0,0.0,0.25
0.0,0.0,0.1,0.25
0.0,0.0,0.2,0.25
0.0,0.0,0.30000000000000004,0.3583167667667668
0.0,0.0,0.4,0.6002000000000001
0.0,0.0,0.5,0.95
0.0,0.0,0.6000000000000001,0.6001999999999997
0.0,0.0,0.7000000000000001,0.3583167667667666
0.0,0.0,0.8,0.25
0.0,0.0,0.9,0.25
0.0,0.0,1.0,0.25
0.0,10.0,0.0,0.25
0.0,10.0,0.1,0.25
0.0,10.0,0.2,0.25
0.0,10.0,0.30000000000000004,0.3583167667667668
0.0,10.0,0.4,0.6002000000000001
0.0,10.0,0.5,0.95
0.0,10.0,0.6000000000000001,0.6001999999999997
0.0,10.0,0.7000000000000001,0.3583167667667666
0.0,10.0,0.8,0.25
0.0,10.0,0.9,0.25
0.0,10.0,1.0,0.25
0.0,20.0,0.0,0.25
0.0,20.0,0.1,0.25
0.0,20.0,0.2,0.25
0.0,20.0,0.30000000000000004,0.3583167667667668
0.0,20.0,0.4,0.6002000000000001
0.0,20.0,0.5,0.95
0.0,20.0,0.6000000000000001,0.6001999999999997
0.0,20.0,0.7000000000000001,0.3583167667667666
0.0,20.0,0.8,0.25
0.0,20.0,0.9,0.25
0.0,20.0,1.0,0.25
0.0,30.0,0.0,0.25
0.0,30.0,0.1,0.25
0.0,30.0,0.2,0.25
0.0,30.0,0.30000000000000004,0.3583167667667668
0.0,30.0,0.4,0.6002000000000001
0.0,30.0,0.5,0.95
0.0,30.0,0.6000000000000001,0.6001999999999997
0.0,30.0,0.7000000000000001,0.3583167667667666
0.0,30.0,0.8,0.25
0.0,30.0,0.9,0.25
0.0,30.0,1.0,0.25
0.0,40.0,0.0,0.25
0.0,40.0,0.1,0.25
0.0,40.0,0.2,0.25
0.0,40.0,0.30000000000000004,0.3583167667667668
0.0,40.0,0.4,0.6002000000000001
0.0,40.0,0.5,0.95
0.0,40.0,0.6000000000000001,0.6001999999999997
0.0,40.0,0.7000000000000001,0.3583167667667666
0.0,40.0,0.8,0.25
0.0,40.0,0.9,0.25
0.0,40.0,1.0,0.25
0.0,50.0,0.0,0.2521058558558559
0.0,50.0,0.1,0.2521058558558559
0.0,50.0,0.2,0.2521058558558559
0.0,50.0,0.30000000000000004,0.3589913288288289
0.0,50.0,0.4,0.5916995495495496
0.0,50.0,0.5,0.933
0.0,50.0,0.6000000000000001,0.5916995495495493
0.0,50.0,0.7000000000000001,0.37910490990990975
0.0,50.0,0.8,0.25
0.0,50.0,0.9,0.25
0.0,50.0,1.0,0.25
0.0,60.0,0.0,0.25173423423423424
0.0,60.0,0.1,0.25173423423423424
0.0,60.0,0.2,0.25173423423423424
0.0,60.0,0.30000000000000004,0.3583795295295296
0.0,60.0,0.4,0.5932190990990992
0.0,60.0,0.5,0.9360000000000002
0.0,60.0,0.6000000000000001,0.593219099099099
0.0,60.0,0.7000000000000001,0.3962136909636908
0.0,60.0,0.8,0.25
0.0,60.0,0.9,0.25
0.0,60.0,1.0,0.25
0.0,70.0,0.0,0.25012387387387386
0.0,70.0,0.1,0.25012387387387386
0.0,70.0,0.2,0.25012387387387386
0.0,70.0,0.30000000000000004,0.3583167667667668
0.0,70.0,0.4,0.5997486486486487
0.0,70.0,0.5,0.9490000000000001
