0.0,0.0,0.5
0.0,0.1,0.5
0.0,0.2,0.5
0.0,0.30000000000000004,0.46114999999999995
0.0,0.4,0.4001
0.0,0.5,0.40014992503748126
0.0,0.6000000000000001,0.12533733133433292
0.0,0.7000000000000001,0.15844577711144425
0.0,0.8,0.12518740629685157
0.0,0.9,0.12518740629685157
0.0,1.0,0.12518740629685157
10.0,0.0,0.5
10.0,0.1,0.5
10.0,0.2,0.5
10.0,0.30000000000000004,0.46114999999999995
10.0,0.4,0.4001
10.0,0.5,0.40014992503748126
10.0,0.6000000000000001,0.12533733133433292
10.0,0.7000000000000001,0.15844577711144425
10.0,0.8,0.12518740629685157
10.0,0.9,0.12518740629685157
10.0,1.0,0.12518740629685157
20.0,0.0,0.5
20.0,0.1,0.5
20.0,0.2,0.5
20.0,0.30000000000000004,0.46115
20.0,0.4,0.39682491754122945
20.0,0.5,0.5166749625187407
20.0,0.6000000000000001,0.3000300149925037
20.0,0.7000000000000001,0.2968232433783108
20.0,0.8,0.3000599700149925
20.0,0.9,0.3000599700149925
20.0,1.0,0.3000599700149925
30.0,0.0,0.5
30.0,0.1,0.5
30.0,0.2,0.5
30.0,0.30000000000000004,0.46114999999999995
30.0,0.4,0.39599366566716643
30.0,0.5,0.5458062218890555
30.0,0.6000000000000001,0.34374066716641677
30.0,0.7000000000000001,0.3355280547226387
30.0,0.8,0.34377811094452776
30.0,0.9,0.34377811094452776
30.0,1.0,0.34377811094452776
40.0,0.0,0.5
40.0,0.1,0.5
40.0,0.2,0.5
40.0,0.30000000000000004,0.46114999999999995
40.0,0.4,0.4001
40.0,0.5,0.5998500749625187
40.0,0.6000000000000001,0.40009999999999996
40.0,0.7000000000000001,0.3890748875562219
40.0,0.8,0.40014992503748126
40.0,0.9,0.40014992503748126
40.0,1.0,0.40014992503748126
50.0,0.0,0.5
50.0,0.1,0.5
50.0,0.2,0.5
50.0,0.30000000000000004,0.46114999999999995
50.0,0.4,0.4001
50.0,0.5,0.5998500749625187
50.0,0.6000000000000001,0.40009999999999996
50.0,0.7000000000000001,0.3890748875562219
50.0,0.8,0.40014992503748126
50.0,0.9,0.40014992503748126
50.0,1.0,0.40014992503748126
60.0,0.0,0.5
60.0,0.1,0.5
60.0,0.2,0.5
60.0,0.30000000000000004,0.46114999999999995
60.0,0.4,0.3876686656671664
60.0,0.5,0.6123313343328336
60.0,0.6000000000000001,0.3876686656671664
60.0,0.7000000000000001,0.38626244377811086
60.0,0.8,0.3876686656671664
60.0,0.9,0.3876686656671664
60.0,1.0,0.3876686656671664
70.0,0.0,None
70.0,0.1,None
70.0,0.2,None
70.0,0.30000000000000004,None
70.0,0.4,None
70.0,0.5,None
70.0,0.6000000000000001,None
70.0,0.7000000000000001,None
70.0,0.8,None
70.0,0.9,None
70.0,1.0,None
80.0,0.0,None
80.0,0.1,None
80.0,0.2,None
80.0,0.30000000000000004,None
80.0,0.4,None
80.0,0.5,None
80.0,0.6000000000000001,None
80.0,0.7000000000000001,None
80.0,0.8,None
80.0,0.9,None
80.0,1.0,None
90.0,0.0,None
90.0,0.1,None
90.0,0.2,None
90.0,0.30000000000000004,None
90.0,0.4,None
90.0,0.5,None
90.0,0.6000000000000001,None
90.0,0.7000000000000001,None
90.0,0.8,None
90.0,0.9,None
90.0,1.0,None
100.0,0.0,None
100.0,0.1,None
100.0,0.2,None
100.0,0.30000000000000004,None
100.0,0.4,None
100.0,0.5,None
100.0,0.6000000000000001,None
100.0,0.7000000000000001,None
100.0,0.8,None
100.0,0.9,None
100.0,1.0,None
110.0,0.0,None
110.0,0.1,None
110.0,0.2,None
110.0,0.30000000000000004,None
